RegistrationNum,RentalHousingUnits,RegisteredDate,ExpiresDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip
001-0106678,1,6/12/15,6/12/20,Active,1924 12TH AVE W,SEATTLE,WA,98119
001-0108379,1,6/30/15,6/30/20,Active,4201 12TH AVE NE,SEATTLE,WA,98105
001-0108816,1,7/9/15,7/9/20,Active,3001 4TH AVE W,SEATTLE,WA,98119
001-0108620,1,7/6/15,7/6/20,Active,7933 16TH AVE SW,SEATTLE,WA,98106
001-0102119,20,9/29/14,9/29/19,Active,956 10TH AVE E,SEATTLE,WA,98102
001-0105934,5,7/14/15,7/14/20,Active,5242 LEARY AVE NW,SEATTLE,WA,98107
001-0100303,41,7/30/14,7/30/19,Active,4504 16TH AVE NE,SEATTLE,WA,98105
001-0100448,14,8/16/14,8/16/19,Active,1414 E HOWELL ST,SEATTLE,WA,98122
001-0105421,6,4/17/15,4/17/20,Active,209 11TH AVE E,SEATTLE,WA,98102
001-0105906,2,5/19/15,5/19/20,Active,1907 8TH AVE W,SEATTLE,WA,98119
001-0109016,2,7/23/15,7/23/20,Active,3001 NW 85TH ST,SEATTLE,WA,98117
001-0107583,1,6/25/15,6/25/20,Active,1106 W EMERSON ST,SEATTLE,WA,98119
001-0109755,1,8/18/15,8/18/20,Active,1718 N 103RD ST,SEATTLE,WA,98133
001-0106072,1,5/24/15,5/24/20,Active,4754 35TH AVE NE,SEATTLE,WA,98105
001-0102965,20,11/4/14,11/4/19,Active,9050 GREENWOOD AVE N,SEATTLE,WA,98103
001-0108100,1,6/29/15,6/29/20,Active,8600 DELRIDGE WAY SW,SEATTLE,WA,98106
001-0107086,1,6/19/15,6/19/20,Active,1015 W BLAINE ST,SEATTLE,WA,98119
001-0105179,5,4/2/15,4/2/20,Active,4025 MIDVALE AVE N,SEATTLE,WA,98103
001-0108338,1,6/30/15,6/30/20,Active,2551 13TH AVE W,SEATTLE,WA,98119
001-0104435,4,3/19/15,3/19/20,Active,938 10TH AVE E,SEATTLE,WA,98102
001-0106984,2,6/24/15,6/24/20,Active,5514 11TH AVE NE,SEATTLE,WA,98105
001-0103935,6,2/28/15,2/28/20,Active,520 18TH AVE E,SEATTLE,WA,98112
001-0108928,6,7/15/15,7/15/20,Active,3036 4TH AVE W,SEATTLE,WA,98119
001-0104833,6,3/30/15,3/30/20,Active,511 NE 100TH ST,SEATTLE,WA,98125
001-0103966,8,3/3/15,3/3/20,Active,426 BELLEVUE AVE E,SEATTLE,WA,98102
001-0107273,1,6/20/15,6/20/20,Active,3062 NE BLAKELEY ST,SEATTLE,WA,98105
001-0108984,1,7/20/15,7/20/20,Active,4725 15TH AVE NE,SEATTLE,WA,98105
001-0104247,8,3/15/15,3/15/20,Active,6200 6TH AVE NW,SEATTLE,WA,98107
001-0104713,7,3/25/15,3/25/20,Active,2242 FRANKLIN AVE E,SEATTLE,WA,98102
001-0108438,1,7/7/15,7/7/20,Active,351 NE 52ND ST,SEATTLE,WA,98105
001-0107955,2,7/7/15,7/7/20,Active,5211 3RD AVE NW,SEATTLE,WA,98107
001-0100354,34,8/10/14,8/10/19,Active,600 E DENNY WAY,SEATTLE,WA,98122
001-0107199,1,6/18/15,6/18/20,Active,5100 26TH AVE NE,SEATTLE,WA,98105
001-0103947,6,3/13/15,3/13/20,Active,5237 FAUNTLEROY WAY SW,SEATTLE,WA,98136
001-0106890,1,6/15/15,6/15/20,Active,9058 18TH AVE SW,SEATTLE,WA,98106
001-0104106,8,3/11/15,3/11/20,Active,623 W MERCER PL,SEATTLE,WA,98119
001-0108651,1,7/9/15,7/9/20,Active,4209 32ND AVE W,SEATTLE,WA,98199
001-0108641,1,7/9/15,7/9/20,Active,8804 CORLISS AVE N,SEATTLE,WA,98103
001-0103322,17,1/23/15,1/23/20,Active,3023 20TH AVE W,SEATTLE,WA,98199
001-0108274,1,7/1/15,7/1/20,Active,4227 1ST AVE NE,SEATTLE,WA,98105
001-0103651,12,1/30/15,1/30/20,Active,2404 THORNDYKE PL W,SEATTLE,WA,98199
001-0100480,60,8/19/14,8/19/19,Active,4601 S GRAHAM ST,SEATTLE,WA,98118
001-0101312,19,9/21/14,9/21/19,Active,203 BELLEVUE AVE E,SEATTLE,WA,98102
001-0104450,6,3/23/15,3/23/20,Active,2416 E MADISON ST,SEATTLE,WA,98112
001-0102765,29,10/15/14,10/15/19,Active,1512 SUMMIT AVE,SEATTLE,WA,98122
001-0109963,1,8/25/15,8/25/20,Active,3202 39TH AVE SW,SEATTLE,WA,98116
001-0104013,1,3/9/15,3/9/20,Active,727 3RD AVE W,SEATTLE,WA,98119
001-0105038,7,3/31/15,3/31/20,Active,2225 NW 59TH ST,SEATTLE,WA,98107
001-0104445,6,3/23/15,3/23/20,Active,8854 MIDVALE AVE N,SEATTLE,WA,98103
001-0100301,20,7/30/14,7/30/19,Active,4106 BROOKLYN AVE NE,SEATTLE,WA,98105
001-0100973,124,9/15/14,9/15/19,Active,4337 15TH AVE NE,SEATTLE,WA,98105
001-0108483,1,7/1/15,7/1/20,Active,2043 13TH AVE W,SEATTLE,WA,98119
001-0107062,1,6/16/15,6/16/20,Active,4151 25TH AVE SW,SEATTLE,WA,98106
001-0101288,9,9/19/14,9/19/19,Active,6806 OSWEGO PL NE,SEATTLE,WA,98115
001-0106297,1,6/3/15,6/3/20,Active,4711 2ND AVE NE,SEATTLE,WA,98105
001-0108563,1,7/11/15,7/11/20,Active,10717 17TH AVE SW,SEATTLE,WA,98146
001-0105796,1,5/15/15,5/15/20,Active,5014 50TH AVE NE,SEATTLE,WA,98105
001-0107637,1,6/25/15,6/25/20,Active,2530 9TH AVE W,SEATTLE,WA,98119
001-0102755,9,11/25/14,11/25/19,Active,711 BROADWAY E,SEATTLE,WA,98102
001-0103897,4,2/24/15,2/24/20,Active,3258 NE 96TH ST,SEATTLE,WA,98115
001-0106952,1,6/15/15,6/15/20,Active,416 W BLAINE ST,SEATTLE,WA,98119
001-0108628,2,7/15/15,7/15/20,Active,1925 7TH AVE W,SEATTLE,WA,98119
001-0108418,1,7/1/15,7/1/20,Active,1948 9TH AVE W,SEATTLE,WA,98119
001-0106250,1,5/30/15,5/30/20,Active,7925 17TH AVE SW,SEATTLE,WA,98106
001-0102491,87,10/3/14,10/3/19,Active,10507 AURORA AVE N,SEATTLE,WA,98133
001-0102177,33,9/29/14,9/29/19,Active,4738 19TH AVE NE,SEATTLE,WA,98105
001-0106330,2,6/3/15,6/3/20,Active,1105 9TH AVE W,SEATTLE,WA,98119
001-0101306,26,9/20/14,9/20/19,Active,3032 NE 140TH ST,SEATTLE,WA,98125
001-0103046,53,11/20/14,11/20/19,Active,1619 E JOHN ST,SEATTLE,WA,98112
001-0106033,1,5/22/15,5/22/20,Active,1707 SW DAWSON ST,SEATTLE,WA,98106
001-0104823,2,3/30/15,3/30/20,Active,2335 10TH AVE E,SEATTLE,WA,98102
001-0102314,22,9/30/14,9/30/19,Active,2101 7TH AVE W,SEATTLE,WA,98119
001-0101963,17,9/30/14,9/30/19,Active,1707 NW 57TH ST,SEATTLE,WA,98107
001-0109947,4,8/27/15,8/27/20,Active,2361 MINOR AVE E,SEATTLE,WA,98102
001-0106253,3,5/31/15,5/31/20,Active,2220 12TH AVE W,SEATTLE,WA,98119
001-0106917,1,6/15/15,6/15/20,Active,9242 15TH AVE SW,SEATTLE,WA,98106
001-0100979,13,9/15/14,9/15/19,Active,10531 AURORA AVE N,SEATTLE,WA,98133
001-0106234,2,6/1/15,6/1/20,Active,4710 20TH AVE NE,SEATTLE,WA,98105
001-0109724,1,9/5/15,9/5/20,Active,2703 11TH AVE W,SEATTLE,WA,98119
001-0103912,1,2/25/15,2/25/20,Active,275 W ROY ST,SEATTLE,WA,98119
001-0103730,9,2/13/15,2/13/20,Active,168 BOSTON ST,SEATTLE,WA,98109
001-0102120,17,9/29/14,9/29/19,Active,3225 BENTON PL SW,SEATTLE,WA,98116
001-0105867,1,5/18/15,5/18/20,Active,4218 2ND AVE NE,SEATTLE,WA,98105
001-0104876,5,3/29/15,3/29/20,Active,1413 E SPRUCE ST,SEATTLE,WA,98122
001-0100834,64,9/10/14,9/10/19,Active,1521 NW 54TH ST,SEATTLE,WA,98107
001-0108411,1,6/30/15,6/30/20,Active,17 W MERCER ST,SEATTLE,WA,98119
001-0101095,4,9/17/14,9/17/19,Active,815 N 43RD ST,SEATTLE,WA,98103
001-0107228,1,6/18/15,6/18/20,Active,5250 16TH AVE SW,SEATTLE,WA,98106
001-0107864,1,6/28/15,6/28/20,Active,3856 50TH AVE NE,SEATTLE,WA,98105
001-0106839,1,6/14/15,6/14/20,Active,4724 16TH AVE NE,SEATTLE,WA,98105
001-0108963,1,7/21/15,7/21/20,Active,715 W HOWE ST,SEATTLE,WA,98119
001-0101413,92,9/30/14,9/30/19,Active,3014 SW GENESEE ST,SEATTLE,WA,98126
001-0109577,1,8/18/15,8/18/20,Active,2121 SW CLOVERDALE ST,SEATTLE,WA,98106
001-0102829,20,10/21/14,10/21/19,Active,1717 E JEFFERSON ST,SEATTLE,WA,98122
001-0109201,8,8/4/15,8/4/20,Active,1515 NW 58TH ST,SEATTLE,WA,98107
001-0110020,1,8/27/15,8/27/20,Active,613 N 137TH ST,SEATTLE,WA,98133
001-0104155,9,3/12/15,3/12/20,Active,940 24TH AVE,SEATTLE,WA,98122
001-0103662,7,2/2/15,2/2/20,Active,3638 MERIDIAN AVE N,SEATTLE,WA,98103
001-0106553,3,6/10/15,6/10/20,Active,5710 15TH AVE NE,SEATTLE,WA,98105
001-0108456,1,7/2/15,7/2/20,Active,5944 21ST AVE SW,SEATTLE,WA,98106
001-0106987,4,6/17/15,6/17/20,Active,642 W NICKERSON ST,SEATTLE,WA,98119
001-0107003,1,6/16/15,6/16/20,Active,4235 BROOKLYN AVE NE,SEATTLE,WA,98105
001-0109015,9,7/22/15,7/22/20,Active,5214 RAINIER AVE S,SEATTLE,WA,98118
001-0105112,4,3/31/15,3/31/20,Active,7132 47TH AVE SW,SEATTLE,WA,98136
001-0108309,1,7/1/15,7/1/20,Active,5010 RAVENNA AVE NE,SEATTLE,WA,98105
001-0109985,1,8/27/15,8/27/20,Active,5018 36TH AVE NE,SEATTLE,WA,98105
001-0109854,1,8/25/15,8/25/20,Active,5652 DELRIDGE WAY SW,SEATTLE,WA,98106
001-0102864,30,10/24/14,10/24/19,Active,9514 STONE AVE N,SEATTLE,WA,98103
001-0104894,7,3/30/15,3/30/20,Active,3618 WOODLAND PARK AVE N,SEATTLE,WA,98103
001-0108820,1,7/15/15,7/15/20,Active,5223 40TH AVE NE,SEATTLE,WA,98105
001-0103681,9,2/5/15,2/5/20,Active,9244 GREENWOOD AVE N,SEATTLE,WA,98103
001-0106011,1,5/28/15,5/28/20,Active,4528 8TH AVE NE,SEATTLE,WA,98105
001-0107649,1,7/13/15,7/13/20,Active,7906 13TH AVE SW,SEATTLE,WA,98106
001-0104242,9,3/14/15,3/14/20,Active,1714 13TH AVE S,SEATTLE,WA,98144
001-0101496,12,9/25/14,9/25/19,Active,1808 E THOMAS ST,SEATTLE,WA,98112
001-0107660,1,6/29/15,6/29/20,Active,4751 18TH AVE NE,SEATTLE,WA,98105
001-0107878,1,6/28/15,6/28/20,Active,3912 19TH AVE SW,SEATTLE,WA,98106
001-0107369,1,6/22/15,6/22/20,Active,5339 8TH AVE NE,SEATTLE,WA,98105
001-0105467,2,4/21/15,4/21/20,Active,3224 BEACON AVE S,SEATTLE,WA,98144
001-0110554,1,9/11/15,9/11/20,Active,205 NE 139TH ST,SEATTLE,WA,98125
001-0100318,10,8/1/14,8/1/19,Active,4238 EVANSTON AVE N,SEATTLE,WA,98103
001-0106080,1,5/25/15,5/25/20,Active,2524 1ST AVE W,SEATTLE,WA,98119
001-0105248,16,4/3/15,4/3/20,Active,2626 THORNDYKE AVE W,SEATTLE,WA,98199
001-0109948,4,8/27/15,8/27/20,Active,2371 MINOR AVE E,SEATTLE,WA,98102
001-0103949,4,3/2/15,3/2/20,Active,5301 MERIDIAN AVE N,SEATTLE,WA,98103
001-0109334,2,8/19/15,8/19/20,Active,1316 N 100TH ST,SEATTLE,WA,98133
001-0107073,4,6/17/15,6/17/20,Active,510 19TH AVE E,SEATTLE,WA,98112
001-0108256,1,6/30/15,6/30/20,Active,330 W OLYMPIC PL,SEATTLE,WA,98119
001-0101105,4,9/17/14,9/17/19,Active,806 N 44TH ST,SEATTLE,WA,98103
001-0107426,1,6/23/15,6/23/20,Active,3216 14TH AVE W,SEATTLE,WA,98119
001-0107886,1,6/29/15,6/29/20,Active,2253 12TH AVE W,SEATTLE,WA,98119
001-0110017,9,8/27/15,8/27/20,Active,4419 DAYTON AVE N,SEATTLE,WA,98103
001-0108193,1,6/30/15,6/30/20,Active,4547 8TH AVE NE,SEATTLE,WA,98105
001-0107097,2,6/17/15,6/17/20,Active,2102 N 44TH ST,SEATTLE,WA,98103
001-0100199,242,7/17/14,7/17/19,Active,1819 23RD AVE,SEATTLE,WA,98122
001-0102073,11,9/29/14,9/29/19,Active,6405 PHINNEY AVE N,SEATTLE,WA,98103
001-0102392,80,10/1/14,10/1/19,Active,1019 TERRY AVE,SEATTLE,WA,98104
001-0104535,5,3/24/15,3/24/20,Active,2053 GILMAN DR W,SEATTLE,WA,98119
001-0108182,1,7/8/15,7/8/20,Active,5514 25TH AVE NE,SEATTLE,WA,98105
001-0102160,36,9/29/14,9/29/19,Active,1428 QUEEN ANNE AVE N,SEATTLE,WA,98109
001-0109349,2,8/7/15,8/7/20,Active,942 BROADWAY E,SEATTLE,WA,98102
001-0108488,1,7/1/15,7/1/20,Active,1414 SW SULLIVAN ST,SEATTLE,WA,98106
001-0102097,24,9/30/14,9/30/19,Active,5233 15TH AVE NE,SEATTLE,WA,98105
001-0107831,1,6/28/15,6/28/20,Active,5518 8TH AVE NE,SEATTLE,WA,98105
001-0102244,7,3/6/15,9/30/19,Active,1825 11TH AVE W,SEATTLE,WA,98119
001-0102033,16,9/29/14,9/29/19,Active,2211 NE 50TH ST,SEATTLE,WA,98105
001-0105928,1,5/19/15,5/19/20,Active,8814 ROOSEVELT WAY NE,SEATTLE,WA,98115
001-0104593,6,3/24/15,3/24/20,Active,2272 GILMAN DR W,SEATTLE,WA,98119
001-0109474,1,8/18/15,8/18/20,Active,5624 ROOSEVELT WAY NE,SEATTLE,WA,98105
001-0104964,1,3/30/15,3/30/20,Active,6310 21ST AVE SW,SEATTLE,WA,98106
001-0102236,55,10/2/14,10/2/19,Active,1611 8TH AVE N,SEATTLE,WA,98109
001-0107247,1,6/19/15,6/19/20,Active,1237 W BOTHWELL ST,SEATTLE,WA,98119
001-0107189,3,6/22/15,6/22/20,Active,5643 BROOKLYN AVE NE,SEATTLE,WA,98105
001-0108313,1,7/7/15,7/7/20,Active,5203 12TH AVE NE,SEATTLE,WA,98105
001-0111257,1,9/22/15,9/22/20,Active,900 SUMMIT AVE E,SEATTLE,WA,98102
001-0106321,5,6/2/15,6/2/20,Active,3650 PHINNEY AVE N,SEATTLE,WA,98103
001-0108866,4,7/10/15,7/10/20,Active,5643 DELRIDGE WAY SW,SEATTLE,WA,98106
001-0100662,10,9/4/14,9/4/19,Active,1213 SW HOLDEN ST,SEATTLE,WA,98106
001-0104862,6,3/28/15,3/28/20,Active,318 BELLEVUE AVE E,SEATTLE,WA,98102
001-0104118,5,3/12/15,3/12/20,Active,7525 15TH AVE NW,SEATTLE,WA,98117
001-0103937,6,2/28/15,2/28/20,Active,1402 NW 64TH ST,SEATTLE,WA,98107
001-0108434,1,7/7/15,7/7/20,Active,5219 KENSINGTON PL N,SEATTLE,WA,98103
001-0108738,1,7/14/15,7/14/20,Active,6316 26TH AVE SW,SEATTLE,WA,98106
001-0104556,8,3/23/15,3/23/20,Active,3927 1ST AVE NE,SEATTLE,WA,98105
001-0103903,10,2/25/15,2/25/20,Active,1321 4TH AVE W,SEATTLE,WA,98119
001-0109857,1,8/27/15,8/27/20,Active,5205 49TH AVE SW,SEATTLE,WA,98136
001-0108664,1,7/8/15,7/8/20,Active,9440 18TH AVE SW,SEATTLE,WA,98106
001-0106906,3,6/15/15,6/15/20,Active,1516 11TH AVE W,SEATTLE,WA,98119
001-0104189,2,3/13/15,3/13/20,Active,4718 18TH AVE NE,SEATTLE,WA,98105
001-0105821,1,5/16/15,5/16/20,Active,5501 LATONA AVE NE,SEATTLE,WA,98105
001-0104165,8,3/13/15,3/13/20,Active,12529 35TH AVE NE,SEATTLE,WA,98125
001-0107302,1,6/22/15,6/22/20,Active,348 NE 52ND ST,SEATTLE,WA,98105
001-0102009,19,9/28/14,9/28/19,Active,735 BELMONT AVE E,SEATTLE,WA,98102
001-0104276,1,3/16/15,3/16/20,Active,1942 7TH AVE W,SEATTLE,WA,98119
001-0108343,1,6/30/15,6/30/20,Active,7048 17TH AVE SW,SEATTLE,WA,98106
001-0100272,62,7/25/14,7/25/19,Active,4600 36TH AVE SW,SEATTLE,WA,98126
001-0108212,1,6/30/15,6/30/20,Active,5911 LATONA AVE NE,SEATTLE,WA,98105
001-0104234,6,3/14/15,3/14/20,Active,2009 NW 58TH ST,SEATTLE,WA,98107
001-0106564,1,6/9/15,6/9/20,Active,13526 27TH AVE NE,SEATTLE,WA,98125
001-0104972,3,3/31/15,3/31/20,Active,8730 MARY AVE NW,SEATTLE,WA,98117
001-0108659,2,7/15/15,7/15/20,Active,5002 20TH AVE NE,SEATTLE,WA,98105
001-0108583,1,7/7/15,7/7/20,Active,3617 NE 50TH ST,SEATTLE,WA,98105
001-0106049,1,5/22/15,5/22/20,Active,524 6TH AVE W,SEATTLE,WA,98119
001-0104859,8,3/28/15,3/28/20,Active,2335 NE 55TH ST,SEATTLE,WA,98105
001-0101990,70,9/26/14,9/26/19,Active,1215 N 45TH ST,SEATTLE,WA,98103
001-0108440,1,7/7/15,7/7/20,Active,7701 8TH AVE SW,SEATTLE,WA,98106
001-0105668,1,5/6/15,5/6/20,Active,1009 WESTERN AVE,SEATTLE,WA,98104
001-0108432,1,7/7/15,7/7/20,Active,2918 FUHRMAN AVE E,SEATTLE,WA,98102
001-0101323,10,9/22/14,9/22/19,Active,9301 57TH AVE S,SEATTLE,WA,98118
001-0105853,1,5/17/15,5/17/20,Active,1215 6TH AVE W,SEATTLE,WA,98119
001-0106079,40,5/25/15,5/25/20,Active,4742 20TH AVE NE,SEATTLE,WA,98105
001-0107837,1,6/28/15,6/28/20,Active,4722 12TH AVE NE,SEATTLE,WA,98105
001-0105386,9,4/13/15,4/13/20,Active,7619 RAINIER AVE S,SEATTLE,WA,98118
001-0106916,4,6/15/15,6/15/20,Active,156 11TH AVE,SEATTLE,WA,98122
001-0109564,1,8/13/15,8/13/20,Active,151 NE 54TH ST,SEATTLE,WA,98105
001-0107883,2,6/29/15,6/29/20,Active,1802 SW DAWSON ST,SEATTLE,WA,98106
001-0104411,5,3/19/15,3/19/20,Active,4403 FRANCIS AVE N,SEATTLE,WA,98103
001-0107152,1,6/24/15,6/24/20,Active,2414 1ST AVE,SEATTLE,WA,98121
001-0107504,1,6/25/15,6/25/20,Active,7331 19TH AVE SW,SEATTLE,WA,98106
001-0103842,8,2/19/15,2/19/20,Active,2400 DEXTER AVE N,SEATTLE,WA,98109
001-0104350,8,3/17/15,3/17/20,Active,1116 NW MARKET ST,SEATTLE,WA,98107
001-0106098,1,5/25/15,5/25/20,Active,4749 41ST AVE NE,SEATTLE,WA,98105
001-0102240,18,9/30/14,9/30/19,Active,324 W OLYMPIC PL,SEATTLE,WA,98119
001-0105517,236,5/14/15,5/14/20,Active,3040 17TH AVE W,SEATTLE,WA,98119
001-0101518,30,9/24/14,9/24/19,Active,766 GARFIELD ST,SEATTLE,WA,98109
001-0103061,13,11/21/14,11/21/19,Active,4217 SW DAWSON ST,SEATTLE,WA,98136
001-0104781,2,4/1/15,4/1/20,Active,4714 16TH AVE NE,SEATTLE,WA,98105
001-0102125,12,9/29/14,9/29/19,Active,421 NE 73RD ST,SEATTLE,WA,98115
001-0103992,5,3/9/15,3/9/20,Active,4707 BROOKLYN AVE NE,SEATTLE,WA,98105
001-0109108,1,8/3/15,8/3/20,Active,4407 1ST AVE NE,SEATTLE,WA,98105
001-0110062,1,8/30/15,8/30/20,Active,4059 19TH AVE SW,SEATTLE,WA,98106
001-0109916,1,8/25/15,8/25/20,Active,125 13TH AVE E,SEATTLE,WA,98102
001-0103595,39,1/20/15,1/20/20,Active,11038 LAKE CITY WAY NE,SEATTLE,WA,98125
001-0105493,9,4/22/15,4/22/20,Active,163 ETRURIA ST,SEATTLE,WA,98109
001-0104692,8,3/26/15,3/26/20,Active,2711 NE 123RD ST,SEATTLE,WA,98125
001-0104184,5,3/13/15,3/13/20,Active,5310 8TH AVE NW,SEATTLE,WA,98107
001-0101184,7,9/18/14,9/18/19,Active,4301 WOODLAND PARK AVE N,SEATTLE,WA,98103
001-0104701,19,3/25/15,3/25/20,Active,2231 FRANKLIN AVE E,SEATTLE,WA,98102
001-0100997,12,9/15/14,9/15/19,Active,422 NE 70TH ST,SEATTLE,WA,98115
001-0104524,7,3/23/15,3/23/20,Active,7300 5TH AVE NE,SEATTLE,WA,98115
001-0102885,1,10/28/14,10/28/19,Active,5223 UNIVERSITY WAY NE,SEATTLE,WA,98105
001-0106030,3,5/26/15,5/26/20,Active,5507 UNIVERSITY WAY NE,SEATTLE,WA,98105
001-0108865,3,7/9/15,7/9/20,Active,2102 NE 50TH ST,SEATTLE,WA,98105
001-0107999,1,6/29/15,6/29/20,Active,936 SW HOLDEN ST,SEATTLE,WA,98106
001-0108298,1,7/1/15,7/1/20,Active,5006 RAVENNA AVE NE,SEATTLE,WA,98105
001-0103536,2,5/14/15,5/14/20,Active,5007 BROOKLYN AVE NE,SEATTLE,WA,98105
001-0104121,7,3/12/15,3/12/20,Active,4102 LINDEN AVE N,SEATTLE,WA,98103
001-0110557,1,9/11/15,9/11/20,Active,2344 N 140TH ST,SEATTLE,WA,98133
001-0104168,8,3/13/15,3/13/20,Active,6730 RAINIER AVE S,SEATTLE,WA,98118
001-0105804,1,5/15/15,5/15/20,Active,6333 38TH AVE SW,SEATTLE,WA,98126
001-0127289,3,10/6/16,10/6/21,Active,9534 8TH AVE NW,SEATTLE,WA,98117
001-0108505,1,7/11/15,7/11/20,Active,7146 29TH AVE SW,SEATTLE,WA,98126
001-0107150,1,6/24/15,6/24/20,Active,7335 14TH AVE NW,SEATTLE,WA,98117
001-0101739,100,9/25/14,9/25/19,Active,1201 SUMMIT AVE,SEATTLE,WA,98101
001-0101192,11,9/18/14,9/18/19,Active,500 MINOR AVE N,SEATTLE,WA,98109
001-0102671,11,10/6/14,10/6/19,Active,8500 LINDEN AVE N,SEATTLE,WA,98103
001-0101854,15,9/26/14,9/26/19,Active,607 W GALER ST,SEATTLE,WA,98119
001-0109814,1,8/27/15,8/27/20,Active,4503 49TH AVE SW,SEATTLE,WA,98116
001-0108836,1,7/8/15,7/8/20,Active,1305 NE 55TH ST,SEATTLE,WA,98105
001-0107677,1,6/26/15,6/26/20,Active,500 ELLIOTT AVE W,SEATTLE,WA,98119
001-0108629,1,7/9/15,7/9/20,Active,8152 13TH AVE SW,SEATTLE,WA,98106
001-0103786,1,2/16/15,2/16/20,Active,2848 SW ADAMS ST,SEATTLE,WA,98126
001-0101195,12,9/18/14,9/18/19,Active,5443 BALLARD AVE NW,SEATTLE,WA,98107
001-0100730,28,9/4/14,9/4/19,Active,4911 S ROSE ST,SEATTLE,WA,98118
001-0104459,6,3/20/15,3/20/20,Active,6733 24TH AVE NW,SEATTLE,WA,98117
001-0104693,8,4/1/15,4/1/20,Active,2401 NW 63RD ST,SEATTLE,WA,98107
001-0105084,8,3/31/15,3/31/20,Active,436 NE 73RD ST,SEATTLE,WA,98115
001-0107055,1,6/16/15,6/16/20,Active,5938 18TH AVE SW,SEATTLE,WA,98106
001-0105742,1,5/14/15,5/14/20,Active,1504 AURORA AVE N,SEATTLE,WA,98109
001-0106284,4,6/1/15,6/1/20,Active,4 W HOWE ST,SEATTLE,WA,98119
001-0109078,1,7/30/15,7/30/20,Active,7526 32ND AVE NE,SEATTLE,WA,98115
001-0108723,2,7/8/15,7/8/20,Active,5510 29TH AVE NE,SEATTLE,WA,98105
001-0107393,1,6/22/15,6/22/20,Active,3427 CALIFORNIA AVE SW,SEATTLE,WA,98116
001-0105930,1,5/19/15,5/19/20,Active,5020 7TH AVE NE,SEATTLE,WA,98105
001-0100502,14,8/21/14,8/21/19,Active,712 26TH AVE,SEATTLE,WA,98122
001-0104994,5,3/31/15,3/31/20,Active,662 NE 42ND ST,SEATTLE,WA,98105
001-0109576,1,8/18/15,8/18/20,Active,4016 42ND AVE SW,SEATTLE,WA,98116
001-0107612,3,6/25/15,6/25/20,Active,966 N ALLEN PL,SEATTLE,WA,98103
001-0102107,238,9/29/14,9/29/19,Active,12736 LAKE CITY WAY NE,SEATTLE,WA,98125
001-0102635,12,10/17/14,10/17/19,Active,1101 10TH AVE E,SEATTLE,WA,98102
001-0108877,1,7/14/15,7/14/20,Active,6543 18TH AVE SW,SEATTLE,WA,98106
001-0108486,2,7/2/15,7/2/20,Active,1201 OLYMPIC WAY W,SEATTLE,WA,98119
001-0105732,8,5/12/15,5/12/20,Active,6727 15TH AVE NW,SEATTLE,WA,98117
001-0109259,2,8/7/15,8/7/20,Active,7035 35TH AVE NE,SEATTLE,WA,98115
001-0103582,27,1/15/15,1/15/20,Active,1626 13TH AVE,SEATTLE,WA,98122
001-0101083,11,9/17/14,9/17/19,Active,1326 15TH AVE S,SEATTLE,WA,98144
001-0109307,1,8/6/15,8/6/20,Active,3020 4TH AVE W,SEATTLE,WA,98119
001-0109491,1,8/12/15,8/12/20,Active,2562 6TH AVE W,SEATTLE,WA,98119
001-0100832,10,9/11/14,9/11/19,Active,2356 YALE AVE E,SEATTLE,WA,98102
001-0100010,28,4/28/14,4/25/19,Active,3705 CALIFORNIA AVE SW,SEATTLE,WA,98116
001-0109726,1,8/18/15,8/18/20,Active,3207 37TH AVE SW,SEATTLE,WA,98126
001-0104737,5,3/26/15,3/26/20,Active,3128 PORTAGE BAY PL E,SEATTLE,WA,98102
001-0102764,178,12/8/14,12/8/19,Active,3642 33RD AVE S,SEATTLE,WA,98144
001-0102084,18,5/5/15,5/5/20,Active,4431 37TH AVE SW,SEATTLE,WA,98126
001-0101064,25,9/18/14,9/18/19,Active,1737 BELMONT AVE,SEATTLE,WA,98122
001-0102959,32,11/4/14,11/4/19,Active,424 BELMONT AVE E,SEATTLE,WA,98102
001-0108136,1,7/15/15,7/15/20,Active,5009 40TH AVE NE,SEATTLE,WA,98105
001-0102899,1,10/28/14,10/28/19,Active,13600 4TH AVE NE,SEATTLE,WA,98125
001-0102793,12,10/20/14,10/20/19,Active,411 JEFFERSON ST,SEATTLE,WA,98104
001-0104541,5,3/24/15,3/24/20,Active,917 YAKIMA PL S,SEATTLE,WA,98144
001-0107719,1,6/26/15,6/26/20,Active,4060 5TH AVE NE,SEATTLE,WA,98105
001-0101273,19,9/19/14,9/19/19,Active,1004 S CLOVERDALE ST,SEATTLE,WA,98108
001-0108954,2,7/21/15,7/21/20,Active,2118 11TH AVE W,SEATTLE,WA,98119
001-0107971,1,6/30/15,6/30/20,Active,4551 5TH AVE NE,SEATTLE,WA,98105
001-0105661,2,5/5/15,5/5/20,Active,2031 WAVERLY PL N,SEATTLE,WA,98109
001-0108889,1,7/11/15,7/11/20,Active,3110 SW TRENTON ST,SEATTLE,WA,98126
001-0104616,4,3/24/15,3/24/20,Active,1637 CALIFORNIA AVE SW,SEATTLE,WA,98116
001-0100132,9,6/25/14,6/25/19,Active,13202 GREENWOOD AVE N,SEATTLE,WA,98133
